,작성일,작성자,내용
19606,2023-04-25,violet52452762,이원석 검찰총장 전세 사기 피해액 총합해 특경법 적용토록 법 개정 요청 누군가의 보금자리인 주택을 범행 대상으로 삼고 이를 빼앗는다는 것은 심각한 피해를 야기하는 중한 범죄 . . 20230425182401466
19608,2023-04-25,tSpHnifkJcYCcaM,빚내서 비트코인 투기한 사람들 피해는 국가에서 세금으로 보전해 주고 전세사기로 전재산인 집을 날린 피해자들은 니들이 알아서 해라
19609,2023-04-25,JD_1030,전세사기 입건된 공인중개사만 400명 도대체 하는 일이 뭐야 출처 시사저널 네이버 뉴스 . 5 4
19610,2023-04-25,5844gogo,전세사기 절대 안 당하는 방법...유형과 대처법 깡통전세 사례 예방법 . 64473 881737 0 79 05 710 2735052464
19611,2023-04-25,tokyu58,이철우 도지사 전세사기 문제 사회적 재난으로 인식해야 경북도내 현황조사 및 대책 마련 지시 . 2
19612,2023-04-25,dana_____i,서울의소리 전세사기 피해 대책은 없고 전 정부 탓하는 윤석열 . 1650794078391394305 1
19613,2023-04-25,Hot_Black_Stone,전세사기로 3억 3천 7백 챙겨먹고 징역 1년 6개월 살래 ... 법관의 판결 당신의 선택은
19614,2023-04-25,MaypleSky,법과 운영에 아무 문제도 없었다면 국가가 전세사기 피해자들을 보호 해야 할 이유 의무는 없다. 임대차3법을 만든 민주당 정의당이 피해자를 돈으로 구제해야 한다고 말하는 것은 스스로 법을 잘못 만들고 운영했다는 것을 인정하는 것과 같다 윤희숙 씨 똑똑 하네요 그렇키는 하죠 .
19615,2023-04-25,guqwjstk0421,나 전세사기 당하는거 아녀 사무실에 법원에서 찾아왔길래 무슨일이냐고 물으니 건물 경매나간데.. 법인은 보호안된다고 하는데 내 사무실 보증금 날리는거 아녀 아놔 이거 남일아니네 보증금 1억은 안되지만 그래도 몇천은 되는데 걍 이상황이 웃겨 스폰 광주
19602,2023-04-25,khgc6300,전세 살고 계신 분들 주목 여러분 혹시 가등기 에 대해 알고 계시나요 가등기 곧 집주인이 바뀐다 모두 안심전세 으로 등기부등본 체크하세요 자세히 보기 . 6 전세사기 안심전세 등기부등본 갑구 가등기 위키 . 6300 1650799638730137601 1
19587,2023-04-25,zihana1,유머 안산 전세사기 근황 뉴스보다가 찍음 . . 300143 61237263
19581,2023-04-25,President___1,전세사기를 당하는 과정 만화. . . 18044999
19585,2023-04-25,choikum,전세 사기는 개인간의 문제다.정부는 손을 떼야하고 토착종북놈들 선동에 놀아나서는 안된다
19556,2023-04-25,9gujeong,전세사기 사형하도록하겠습니다
19557,2023-04-25,instiz,전세사기로 난리난 공인중개사들 . . 7369269 . 1650828295313956864 1
19558,2023-04-25,JD_1030,갭투자 전세사기 보증금 대출사기 더 많아 출처 연합뉴스 네이버 뉴스 . 56
19560,2023-04-25,multi2ssue,전세사기 피해 저금리 대환대출 신청대상 대출한도 부담을 덜어드립니다. . . 58
19561,2023-04-25,lovegirlmin,전세사기가.. 부동산 버블이 무너지고 집값이 하락하면 어마어마하게 예상되던 상황임.. 지금도 저 사기꾼 집만 문제 같지만 실제로는 꽤 많은 사람들이 이제 전세금 받기 힘든 상황임
19562,2023-04-25,LifeIsLikeJazz,전세사기도 이태원 참사처럼 서서히 잊혀지고 있나 보지 다시 쌈닭으로 흠집잡기 시작. 이재명은... . . 2
19563,2023-04-25,Udumeori_mandu,폭스 뉴스 대표 앵커인 카일터커가 가짜 뉴스로 퇴출. 8억달러 손배소가 이유. 재판부는 검찰 구형 보다 1년 많은 전세사기 일당에게 징역 8년 선고. 가짜 뉴스를 없애려면 징벌적 손배를. 사기를 억제하려면 무기징역으로 형량 늘려야.
19564,2023-04-25,misolhappy,전세사기라고 뉴스에 나오는거 보면 인터뷰하는 사람들 첫마디가 복덕방을 믿고 속았다. 정보가 부족하다 고 하는데. 기가찬다. 왜 김어준이 먹고 살 수 있는지 알 수 있다. 등기부를 보고도 정보가 부족하면 입에 떠먹여줘도 뱉어내고 콜라나 마시는 거지.
19565,2023-04-25,ing98xe,개년들 비트코인으로 돈 날려먹은 거 메꿔주지말고 전세사기 피해자들이나 보상해줘라 개걱들이 돈 같이쓰네진짜
19567,2023-04-25,hyuntomaki,근데 공인중개사자격증있는 사람도 전세사기당하더라
19568,2023-04-25,Legion42256773,전세사기 대책이나 태워 국회라는게 아주 그냥 국민 안중에 없구나
19569,2023-04-25,tosalll,전세사기 보면서 이런저런 든 생각중 공시지가처럼 정부에서 전세도 전세공시가를 발표하는건 어떨까 싶다. 그래서 반드시 중개사가 공지하게 하는거지. 공시전세가는 매매시세에 70 정도로 설정해서 공지한다면 내 전세가가 그보다 높으면 조심하도록 말이지.
19586,2023-04-25,isisanews,원희룡 전세사기 특별법 27일 발의 ...채권 공공매입은 빠져 . . . 229341
19570,2023-04-25,renbenhongyiji1,전세사기가 어느날 툭하고 생겨났을까 애초에 징조가 보였을때 경찰이 적극적으로 수사를 했으면 이렇게 커졌을까 검찰은 무얼했고 언론이 사회감시를 제대로 했을까 그동안 외면하고 책임회피의 결과다. 공권력이 책임을 외면하고 떡고물 만드는데만 골몰한 결과이다.
19572,2023-04-25,pajunetkr,전세사기 피해예방 상담창구 첫 운영 . 1 1508
19573,2023-04-25,nothxngwritten,너무 무서워서 이사 못가겠어요 부동산 스타트업 직원이 전세사기 당한 이유 .
19616,2023-04-25,guqwjstk0421,나 전세사기 당하는거 아녀 사무실에 법원에서 찾아왔길래 무슨일이냐고 물으니 건물 경매나간데.. 법인은 보호안된다고 하는데 내 사무실 보증금 날리는거 아녀 아놔 이거 남일아니네 스폰 광주
19575,2023-04-25,xoxomad_,지금 전세사기 보다 급한게 뭐가 있지
19576,2023-04-25,yopyop7777,전세사기 가해자들 신상공개 사이트. 이중에 고인이 두명이라네 .
19577,2023-04-25,LifeIsLikeJazz,멋있다. 저렇게 당당한 모습이 대한민국 다운 것. 정치인들도 세월호 이태원 참사 전세사기 피해자를 위해서 저렇게 대변인 역할을 자처하면 얼마나 좋을까 . 1650817566221422592 1
19578,2023-04-25,XG9dr,대체 잼 문재앙 굥 댁들 부모인가요 신격화해서 하늘처럼 떠받드는지요 그들은 나라위해 일하는정치공무원 국민혈세 쳐드심 국가위해열심히 커녕 내각제강행 평생해쳐묵 이태원참사 159명 전세사기 3명 우울증에 자살 5 젖비린내나는 한똥개 툭하면 소중한10대에게 마약타령 가만두지않음
19579,2023-04-25,jetknight1,코인은 돈벌려고 하는거라 안고 갈수 있어도 전세는 살아가는거기에 안고 갈수 없다 아니면 이부망천의 도시 전세 사기라 그냥 대놓고 무시하는건가 이부망천 국짐당 니들이 만들었지 . . 7 5
19580,2023-04-25,Legion42256773,오늘 윤가넘 칭찬 2점 넷플릭스 투자유치 수단 내전 교민구출 쌍욕 3점 일본 사과 불필요 발언 일본 사과 불필요 발언 변병 거짓말 전세사기 대책 미흡
19582,2023-04-25,misolhappy,전세사기 피해 경매 공매시 보증금 우선 변제 법안 행안위 통과 미쳤네. 이거는 대통령이 거부권 행사해야 된다. 검수완박급으로 돌았네. 국힘 역시 매국노. . . . 654 0000038488 001
19583,2023-04-25,JTBC_news,뉴스룸 4월 25일 주요뉴스 정상회담 전 청구서 내밀었다 교민 대탈출 프라미스 지켰다 수원 전세사기 4년 삶이 깨졌다 테라 루나 처음부터 속였다
19584,2023-04-25,violet52452762,주택 경매 때 전세금 우선 변제 지방세법 개정안 행안위 통과 확정일자 등 갖춘 보증금 법정기일 늦은 지방세보다 우선 변제 여야 합의로 이견 없이 상임위 통과 27일 본회의서 의결 전망 장제원 전세사기 부푼 꿈이 피눈물로 민생에 여야 따로 없어 . . . 2023 04 25 2023042500093.
19571,2023-04-25,newsbusancom,뉴스부산 부산시 전세사기 피해지원 확대 방안 시행 . . . 11097
19574,2023-04-25,SeoPaper,원희룡은 지금 좋은 거다. 지 얼굴 테레비에 자꾸 나오니까. 전세사기.
19631,2023-04-25,ntodaytwitt,금융당국 전세사기 주택 경매 유예 한시적 허용 . . . . 97256
19618,2023-04-25,shaindtwt,제목사기. 원희룡도 바보가 아닌데 이렇게 말할 리가 없다. 정확히는 돌려드릴 수 있도록 노력하겠다 임. 국토부장관이 아니라 국토부장관 할애비가 와도 없는 돈을 만들어 돌려줄 수는 없음. 원희룡 전세사기 범죄수익 끝까지 환수해 돌려드리겠다 . . 20230425001093
19656,2023-04-25,seethesea11,전세 사기로 70억 해먹었는데 징역8년 피해자들은 전재산 날리고 남은 여생 은행 대출갚으며 지옥같은 삶을 살아야 하는데 대한민국은 정말 가해자에게 너무 친절한 나라다
19657,2023-04-25,gurkg2012,전세사기 피해자 입장에서 지푸라기 라도 잡는 심정으로 누굴 못 만나고 어딘들 기대고 싶지 않겠습니까.. 그분들이 누굴 만나던 비난 해서는 안된다 생각합니다 다만 언제나 처럼 해결도 못 할거면서 해결해줄것 처럼 그들을 이용하는 세력이 나쁜놈 들이죠 비난은 그들에게..
19658,2023-04-25,bgkimin,인천 미추홀구 전세사기 낙찰가율 61 ...보증금 회수 어려워 언론사 뷰 . . 20230425131611709
19659,2023-04-25,gimiho7,여야 이견 크지 않다. 전세사기 특별법 27일 발의...원희룡 28일 통과 목표하겠다. 보러 가기 . 6447592 1737 0 79 0 1 2697754788
19660,2023-04-25,nannana1232,야 전세사기 국가보상 윤희숙 시장 망치고 정의로운 척 정치 네이트 뉴스 . 0
19662,2023-04-25,nannana1232,윤희숙 전세사기 국가보상 임대차법 야 정의로운척 역겹다 . . . 20230425062000001
19663,2023-04-25,nannana1232,한점의 명분도 없는 표퓰리즘 임대차3법 윤희숙 전세사기 국가보상 임대차법 야 정의로운척 역겹다 . . 9 4 9 88 99 0 84 84 8 82 8 0 5 0 80 3 4 83 81 9 84 8 80 0 8 2 95 9 87 8 0 95 9 98 1 9 9 4 2 99 97 2 9 8 4 1 3 9 4 9 88 99 20 22 0 84 84 8 82 8 0 20 5 0 80 3 4 83 81 3 20 27 9 84 8 80 0 8 2 95 20 9 87 8 27 20 0 95 9 98 1 9 9 4 2 99 20 97 2 9 8 4 22
19664,2023-04-25,nannana1232,윤희숙 전세사기 국가보상 임대차법 야 정의로운척 역겹다 . . 9 4 9 88 99 0 84 84 8 82 8 0 5 0 80 3 4 83 81 9 84 8 80 0 8 2 95 9 87 8 0 95 9 98 1 9 9 4 2 99 97 2 9 8 4 1 3 9 4 9 88 99 20 22 0 84 84 8 82 8 0 20 5 0 80 3 4 83 81 3 20 27 9 84 8 80 0 8 2 95 20 9 87 8 27 20 0 95 9 98 1 9 9 4 2 99 20 97 2 9 8 4 22
19665,2023-04-25,nannana1232,야 전세사기 국가보상 윤희숙 시장 망치고 정의로운 척 임대차3법 . . 2023042510477 9 87 8 20 22 0 84 84 8 82 8 0 20 5 0 80 3 4 83 81 22 2 80 6 9 4 9 88 99 20 22 8 9 9 5 20 7 9 9 98 3 0 20 0 95 9 98 1 9 9 4 20 2 99 22
19666,2023-04-25,nannana1232,그 외 다른 국민은 봉이냐 윤희숙 전세사기 국가보상 야 주장에 정책실패 주범들이 역겹다 . . 20230425515299 9 4 9 88 99 2 20 2 80 98 0 84 84 8 82 8 0 20 5 0 80 3 4 83 81 2 80 99 20 9 87 8 20 3 9 5 97 90 20 2 80 9 0 95 1 85 8 4 8 8 20 3 2 94 93 4 9 4 2 80 6 20 97 2 9 8 4 2 80 9
19667,2023-04-25,hanana2971,비트코인으로 빚 진 사람들은 심지어 얘네는 사기도 아님. 지 팔자 지가 꼰거임 갚아주면서 전세사기는 뭐
19668,2023-04-25,nannana1232,윤희숙 전세사기 국가보상 야 주장에 정책실패 주범들이 역겹다 . . 20230425515299 9 4 9 88 99 2 20 2 80 98 0 84 84 8 82 8 0 20 5 0 80 3 4 83 81 2 80 99 20 9 87 8 20 3 9 5 97 90 20 2 80 9 0 95 1 85 8 4 8 8 20 3 2 94 93 4 9 4 2 80 6 20 97 2 9 8 4 2 80 9
19655,2023-04-25,leesoo1001,김태우 강서구청장 원희룡 장관 만나 전세사기 피해자 지원 대책 건의 2. 5 9
19669,2023-04-25,yeongnamilbo,. . . 20230425010003228 이철우 전세사기 문제 사회적 재난으로 인식해야
19671,2023-04-25,burg_fisher,1514 1945년 신경쓸게 아니라 전세사기 당한 서민들이랑 부동산 폭등 주범들 잡아다 족치는 법이나 좀 만드는게 어때 허튼소리 작작하고. 일제시대가 언제였는데 그거팔아 정치하고 세금으로 공짜밥 먹을 생각이냐
19673,2023-04-25,klee_heraldcorp,전세사기 공포에 세입자 나가겠다 뱅크런 닮은 전세런 우려 커져 출처 조선일보 네이버 뉴스 . 0 6 1 6
19675,2023-04-25,kimchajang2,전세사기 피해 원인 알고보니 윤희숙의원의 소신발언 짜요 . . 130
19676,2023-04-25,justinus11,원희룡 장관 27일 전세사기 피해지원 관련 특별법 발의 계획 . . . . 608286
19678,2023-04-25,pocgxggdgrd,코인충 이나라대빵도 경험상 공감 전세사기 그러니까 부자부모 잘만나서 집한채씩은 갖고태어났어야지 졸부연예인 자식으로 태어나서 만5세에 빌딩 하나정도는 증여받았어야지 서민 난 아니라서 몰르겠구...아무튼 부자감세는할거임 근데 경제는 대통령이 살리는게 아니다 얘들아 이거잖습
19679,2023-04-25,kimgc6766,시장은 전세사기등 신용경색과 주식다단계등 작전설등과 금감원장의 2차전지등 많이 솟구친 종목 조사 발언등으로 시장의 분위기가 많이 흉흉한 상태입니다. 그런상태에서 코스피200 지수가 20선을 깨고 내려갔고 외국인의 선물매도가 1조를 넘어섰습니다.
19680,2023-04-25,jknewstwit,전세사기 피해 지원을 위해 지방세 당해세 보다 전세 보증금을 우선 변제하도록 한 지방세기본법 일부 개정 법률안 이 25일 국회 행정안전위원회를 통과했습니다. 개정안은 오는 27일 예정된 국회 본회의에서 의결될 것으로 보입니다. . . . 840188
19682,2023-04-25,k_news_keywords,국세청 380억대 전세사기 인천 건축왕 체납세금 징수 착수 . . . 25157676 . 1650769307830460417 1
19683,2023-04-25,k_news_keywords,국세청 380억대 전세사기 인천 건축왕 체납세금 징수 착수 . . . 25157676 체납 0.5649 세금01 0.3766 절차02 0.2777 대하다02 0.2285 처분 0.2017 징수02 0.1883 재산 0.1883 확인02 0.1513 사실04 0.1255 강제01 0.1255
19684,2023-04-25,pingkan64325343,윤희숙 전세사기 국가보상 야 시장 망치고 정의로운 척 역겹다 출처 조선일보 네이버 뉴스 .
19555,2023-04-25,worldLight69420,집값하락 전세사기 윤삭열때문이라네욬
19685,2023-04-25,un231,윤희숙 전세사기 재난 만든 임대차법 발의자 어딨나 정의로운 척 역겹다 . . 20230425 118994942 2
19670,2023-04-25,soon18642195,정부와 여당이 준비한 전세사기 특별법으로 피해자들에게 안정적인 주거환경을 만들어 주는게 지금 해야 할 일 아닌지요
19617,2023-04-25,NIDUS_VER,나 사는 곳에도 전세사기 피해 있네 입주민 단톡방 있는데 다른 라인에서 터졌다나봄
