,작성일,작성자,내용
2457,2023-04-28,saalmanhaji,왜. 약사협회는 간호법 반대하는데 끼지 않나. 굳이 그럴 필요를 공리적으로나 집단이익 면으로나 필요 없기 때문이지. 그러면 보건직군들 의료보건직 으로 퉁치며 반대하는 이유는 개원 즉 의원이나 병원에서 파이 비율이 줄어들 수 있다는 의사들의 꾀임 협박 때문.
2456,2023-04-28,KamiliaMunikas1,악성 루머 단독 예능 드림 단체복 우정중독 브루노마스 드림과잠 간호법 통과 단독 리얼리티 판타지오 세자저하 어린이날 슈퍼마리오 오드아이 . 1 1651770877476999168 1
2455,2023-04-28,krnews21,간호법 통과 파업 예고에 복지부 긴급상황점검회의 . 21 . . . 212238 47 7 2
2454,2023-04-28,pcck0,간호법 통과 축하하고 연대합니다.
2453,2023-04-28,BabjoCbangse,최연숙 의원 당신은 기회주의자야. 그러고도 국힘에 남아있는 당신은 실제 속때깔은 그냥 이기주의자야. 당신이 간호사 출신이라 간호사들 이로운 법 만들려 했을뿐인거야. 이 법이 좋고 나쁘고 떠나 참 당신은 재수없어. 간호법 투표 앞두고 혼자 남은 최연숙 의원 . . . 82810098
2452,2023-04-28,KKK35123,여당으로서 능력이나 행동은 전혀 않고 오직 전정권 탓과 야당 비난만.. 어떤 이익 집단이 밥그릇싸움 할때는 국민에게 어떤것이 도움 되는가 약자가 누구인가가 정치의 기준이 돼야..간호법은 국민에게 도움이 되고 의사와 간호사중 간호가가 약자임이 분명하다
2426,2023-04-28,bAlH5C2nFOgJkQT,간호법.. 통과와 별개로 제발 대학 정원 좀 줄여 물량만 뽑아내면 무슨 소용이 있음 돈 줘도 안가는 잡대에도 간호학과가 있어버리니까 으로 알잖아 의머마냥 정원이 적어야 전문인력인줄 알지..
2374,2023-04-28,zweigrosen,간호법 통과됐지만 의사 지도 없는 지역돌봄 손도 못 댔다 . . . 1089778. 간호사의 자립과 독립
2425,2023-04-28,gjseo11,센터에서 밀려난 쥴리 김건희 사진 뽀샵 아메리칸 파이 쥴리 졸리 중국 반발 쌍특검 간호법 의료법 방송법 처리 또 김현아 증거 . . 4 0 출처
2423,2023-04-28,ArkDocNa,간호법10조도 가져와 봤어요 이걸 봐서 자신의 업무가 침해된다... 아직 잘 모르겠네요 솔직히 직역 침해한다 주장하는 것들 다 카더라 아님 . 1651778196575223810 1
2395,2023-04-28,i5you,간호법 패스트트랙지정.. 의협 단식. 이 나라가 어쩌다 타협은 없고 단식 투쟁이라는 극단적 대립만 있게되었나.. 정치인들이 이 나라를 이렇게 만들었다.
2394,2023-04-28,yonhaptv23,13개 의료단체 총파업 결정 간호법 통과 규탄 . . . 20230428001100641
2393,2023-04-28,zzin_thee,간호법이 간호사 처우 개선법 아니라고... 하 내가 이래서 트위터 한동안 안들어온건데
2392,2023-04-28,baba_N_baba,간호법 잇는 대표적 국가인 미국도 간호사가 응급의료 교육 이수 안하면 구급차 못타는데 우리나라는 그런거 없이 간호사 면허만 있으면 경력 무관하게 태우잔아아악 간호사의 탈임상으로 인해 돌아오는 건 미숙한 처치로 피보는 환자들과 숙련된 응급구조사의 줄어드는 입지임
2391,2023-04-28,hoon_bub,간호법 통과시켰으나 좌빨새끼들은 빅5만 가지 공공의료때도 그랬거든 사악한새끼들
2390,2023-04-28,studying_langs,0130 그래서 오히려 간호법이 제정되면 응급구조사 물리치료사 임상병리사 등 다른 직종의 업무를 침해하지 않아도 되도록 보장될거에요........
2389,2023-04-28,south_seol,간호법의 지역사회라는 단어로 단독개원을 논하는데 사실 이미 보건진료소에서 비슷한 역할을 하고 있고 그런 사례는 대만에도 있다 위생소 . 지역사회돌봄에서 의사 의사 한의사 치과의사 의 역할은 분명히 제한적이고 간호사 사회복지사 요양보호사 행정기관의 팀단위 움직임이 훨씬 중요하다.
2388,2023-04-28,saalmanhaji,야 국민건강에 사기 정도가 아니라 테러 수준인 이 나라 의료계를 조금이라도 구하는 초석이란다 간호법 이. 1도 모르는 너 닥쳐라.
2387,2023-04-28,serabee808,충격 오늘 회진 따라가는데 환자가 나랑 주차의한테 간호법 어떻게 생각하는지 물어봄
2396,2023-04-28,shsh7600,민주당의 간호법 제정 환영하며 지지합니다
2386,2023-04-28,south_seol,아쉬운 점은 오히려 돌봄에서조차도 의료의 역할을 지나치게 강조하는 의사직들이다. 단독개원을 꼬투리잡아 총파업... 참 나가도 너무 나간다. 제 소신이고 저는 간호법 찬성합니다.
2384,2023-04-28,pdr_dh,선생님 간호법 제정안의 간호사 업무 범위는 현 의료법과 같습니다 현 의료법 2조 5목에 내용 첨부합니다 선생님에 말씀하신 제정안에 대한 출처는 찾지못했는데 레퍼런스 부탁드립니다 . 1651788866888814592 1
2383,2023-04-28,Pop195732,간호법의 의사들이 논란을 제기한 그 조항 각호 중 2호를 가지고 왔다 2. 의료법 에 따른 의사 치과의사 한의사의 지도 또는 처방 하 에 시행하는 환자 진료에 필요한 업무 의사 치과의사 한의사의 지도와 처방 하에 필요한 업무라고 명확하게 규정이 되어있는데 이게 단독개원 조항이라고
2382,2023-04-28,_R0CSU,굶어그냥 간호법때문에 굶다 실려와서 수액맞게 잡아달라는것도 간호사한테 시키기만 해봐 콱그냥
2381,2023-04-28,g4IkZj2MRKsduXG,1 간호법 통과가 왜 민생인가요 그리고 장애인 콜택시 있는데 교통약자 택시비 지원 똥팔육들 이제 지들 육십세 이상들 됐으니 몇년후 택시비 지원 받아 타겠네요
2380,2023-04-28,YoungtaiPark1,의사협회나 모든 보건관계자들의 반대를 무릅쓰고 간호법 을 통과시킨 이 국회가 과연 국민의 국회입니까 다수당의 폭거 입니까
2379,2023-04-28,DanieKim10,이재명 간호법은 윤 공약 거부권 행사 압박 . 7
2378,2023-04-28,ggang__ee,간호법 통과시에 국힘 표결 반발하면서 다 나갔는데 이런 당론에도 꿋꿋하게 남음 두 사람... 38년간 간호사로 살아온 최연숙 의원과 평생 간호사로서 환자를 돌본 어머니를 둔 김예지 의원 아니 눈물이 남... . 1651790086240100354 1
2377,2023-04-28,epinephrine1mg_,간호법 어쩌구 하면서 돌아다디는 단체사진에 현 간호부장님과 대학교수님 계셔서 흐린눈하게됨
2376,2023-04-28,findthegiraffe,간호법 보면 너무 기초적인 부분들인데 이제야 논의되고 있다는 것이 극여초직업군 그리고 돌봄 노동에 대한 홀대를 극명하게 느낄 수 있었다 의협은 왜 반대하는건지 상상력이 너무도 부족 매우 근접한 직업군의 업무 환경이 나아지는 것은 같이 좋아지는 것이며 환자의 안전과 직결되는 문제인데
2385,2023-04-28,alu21114345,아직 간호학생이긴한데요.. 가끔 실습 나가다 보면 간호사들 쌤들이 다른 잡일까지 다 하고있어요.. 간호법은 병원에 근무하시는 다른 직종 선생님들 일을 뺏으려고 하는게 아니라 간호사들도 간호사들 일만 할 수 있도록.. 제한된 환자수를 맡아 최선의 간호를 해주려는 법으로 알고있어요..
2397,2023-04-28,kapurica_,아... 솔직히 저도 좀 불안해요 간호법 전체 내용보면 일단 업무강도 완화랑 간호사 업무범위를 제대로 하자 가 목적인거 같기는 한데 타 의료기사 영역으로 오면 그건... 다 죽자 아닌가 싶거든요... 저는 임병과라서 더 쫄리네요
2398,2023-04-28,studying_langs,0130 진짜 반대로 알고 계셔서 깜짝 놀랐네요 혹시 교수님이 그렇게 말씀하신 건가요 .. 신설된 간호법은 기존의 의료법 여기저기 흩어져있던 간호관련 법문들만 따로 아카이브해서 모아둔 법이에요... 아직 실습 안 나가셨나본데 현장에선 현재 간호사가 의료기사 잡까지 합니다....
2399,2023-04-28,oyangdo1,1030 간호사 인력은 계속 늘려야 된다고 주장하면서 정작 간호사들이 간호사답게 근무할 수 있는 간호법은 제정하지 않는 이 모순 속에서 뭐가 나아질 거라고 생각하니 가방끈이 짧아 못 알아들어처먹는 거면 쫌 배워서 오고... 늙어서 못알아처먹는 거면 쫌 넓은 시선으로 보고오길 바라
2422,2023-04-28,didlWLqkf,14 간호법이 있기는 해야하는데 이번에 통과된건 좀 논란의 여지가 많더라고요
2420,2023-04-28,dskim7,간호법 통과했지만 의사 지도 없는 지역 돌봄 손도 못 대 도 의사만 하던지. . . 의료 행위가 사람을 살리는 것이라면 의사가 없는 지방에 간호사라도 해야. . . . . . 028 0002637741
2419,2023-04-28,bAlH5C2nFOgJkQT,아니 근데 간호조무사는 원래 간호사 보조인력이 맞지 않음 뭔 간호법이 제정되면 간호조무사는 간호사의 지도 없이 할 수 있는게 없다 조무사의 영역을 축소시킨다 웅앵하는데 아니 그럼 뭐 누구 지도 받고 뭘 하시게요 니가 뭘 할 수 있는데
2418,2023-04-28,zihana1,범죄만 저지르지 않으면 된다는 건데...왜 저러지 간호법 통과 파장 크다 의협 등 무기한 단식에 총파업 예고 종합 출처 뉴스1 네이버 뉴스 .
2417,2023-04-28,csj3204,간호법 통과.. 이상하다.. 난 간호사 일만으로도 벅찬데.. 다들 물치 방사선등 타파트 영역침범 한다고 난리네... 우리도 싫거든요... 우리일만 하고 싶다구요
2416,2023-04-28,liiih_a,간호법만들어주기 싫어서 의사들이 단식한대 하라지 굶어뒤지시든가
2415,2023-04-28,kimdogpig,간호법 이라는 듣기 좋은 간판 달아놓고 정작 뚜껑을 열어보면 독소조항을 슬쩍 끼워넣어 놨음. 트로이의 목마처럼 . 그래서 저지하려고 하면 간호사 대우를 개선하지 말란 말입니까 이러면서 선동. 민주당의 전가의 보도.
2414,2023-04-28,kapurica_,간호법 제정 되서 오 나 어떡하지 하고 슬쩍 봤는데 임병과 쪽이랑은 다른 계열에서 업무개선하는 거라서 안심함
2413,2023-04-28,studying_langs,음 임상병리사나 응급구조사 분들이 이런 생각을 갖고 계신줄은 몰랐는데. 교수님 말씀만 듣고 법문에 대해서는 뜯어보지 않으신 거 같아요. 간호법은 현행 의료법 곳곳에 산재돼있던 간호사와 관련된 문장들만 모아서 따로 만든거에요. 임상병리 등 타 분야를 무시하기 위해 만든게 아니에요...
2412,2023-04-28,shsh7600,민주당 간호법 국회 본회의 통과 잘 하셨습니다
2410,2023-04-28,orlkpwesv374,간호법 내용이 뭔데 모름.
2409,2023-04-28,purplekosmos,근데 간호법은 간호사가 초음파 찍고 심전도 찍고 의사 진료 우리가 하겠다 이런 법이 아니라 너희 일 제발 너희가 알아서 하고 우리 바쁘니까 제발 우리 할 일만 하고 일 좀 그만시켜라 간호사 혼자 보는 환자가 너무 많다 그러니 간호사 한사람당 보는 환자 수를 늘려서
2408,2023-04-28,purplekosmos,근데 간호법은 간호사가 초음파 찍고 심전도 찍고 의사 진료 우리가 하겠다 이런 법이 아니라 너희 일 제발 너희가 알아서 하고 우리 바쁘니까 제발 우리 할 일만 하고 일 좀 그만시켜라 간호사 혼자 보는 환자가 너무 많다 그러니 간호사 한사람당 보는 환자 수를 줄여서 좀 더 질 좋은 간호를
2407,2023-04-28,Dz3Di,간호법. 무턱대고 제정하면 다냐 입법 취지라는 걸 잘 이해하고 법을 제정하던가 해야지 그게 뭐냐 그리고 니들이 잘했다고 민생에는 관심도 없고. 박광온이라는 사람을 뽑아놓았으면서 책임감있게 행동하던가 해야지. 벌써부터 민생파탄시키려고 작정했냐
2406,2023-04-28,geolae99503273,간호법 전문 읽어보고 말하는 건 맞음
2405,2023-04-28,pdr_dh,207374 아니 제발 의료법 좀 읽고 오세요 간호법은 의료법 아래 있고 의료법이 기본이 됩니다 임상병리사 의료 기사 선생님들 업무 침해 하는게 아니라 의사 지시받아서 그분들이 그대로 하시는 거라구요
2404,2023-04-28,orlkpwesv374,그런데 간호법은 노동시장의 이중구조 해소라는 목적을 가진 법안인듯. 그래서 나는 내용은 몰라도 축하축하 이랬음.
2402,2023-04-28,commurunuer1,어라 나 영어 수행발표 간호법으로해 는데 통과됏네 나 통과시켜야한다는 주제문...썻는데.....름......크흠..
2401,2023-04-28,bunnieluvsyou,아내한테 간호조무사 간호사보다 되기 쉬우니까 자격증 따게 만드는 경우가 좀 있나봐 의사들이 간호법 거론될때마다 지랄병 떠는 이유가 그것도 있다 들었어
2400,2023-04-28,aaokl,15 간호법 통과 시키려고 응급인데 어떻게 일일이 의사한테 오더 받아서 환자 치료하냐며 또 고령층 인구 증가로 노인간호가 절실히 필요한 시기 의사는 병원에서 치료한 대신 주로 간호사들이 방문 간호 많이 한다 그 점 노리고 4년 공부한 간호사가 의사처럼 행사하려고 하는 것이다
2424,2023-04-28,1229bhg1,천신만고 통과 간호법 의료계 후폭풍에 윤거부권 변수 출처 노컷뉴스 네이버 뉴스 . 50 8
2499,2023-04-28,iittss22,와 간호법 통과 축하합니다 이제 남은 건 우리다...
0,2023-04-29,tlqdhdktiw,저희 조원이 열심히 제작해 주셨어요..많관부 간호법 간호법제정 간호법제정촉구 간호법 통과 간호법 간호학과
2181,2023-04-29,bottomupatonce,1 그래그래 간호법 제정 화이팅
2077,2023-04-29,DongGuRaNi,간호법 통과되면 간호사가 처방 마음대로 할 거라고 생각하는 게 제일 웃기다... 우린 처방하기 싫고 범법행위 하기 싫어서 만들어달라고 하는 거거든요...
2076,2023-04-29,ok_hyeun,아무튼 이번 간호법에서 제도는 진짜 잘 손보고 잘 살렸으면 함. 간호사분들의 처우개선과 더불어 이건 비인간적인 수련환경에도 도움이 될수 있는 부분이기 때문에.
2075,2023-04-29,ok_hyeun,간호법을 반대하는 의사들이 그렇게까지 직역구분을 확실히 하기를 원하신다면 대학병원은 지금과 같은 시스템을 유지 할 수 도 없고 유지 해서도 안됨. 유지해서는 안 되는게 맞긴 하지만... 우리 나라의 의료 시스템에서 전문간호사는 정말 필요한 제도임.
