,작성일,작성자,내용
1508,2021-05-13,JAYDAY214_,분명 스토킹인데 제대로 처벌도 못하는 실정 ... 지겹네
1507,2021-05-13,ritsubee,스토킹에 살인미수를 저질러도 과거에 형사처벌이 두 번 밖에 없다는 이유로 징역 3년. 이쯤되면 범죄 저지르지 않고 사는게 손해인가 싶기도. . 4 5
1506,2021-05-13,Rfmfm,. . . 018 0004928601 70대 할아버지가 30대 여성 스토킹 한것도 놀랍고 자기 안만나준다고 여성분에게 염산 뿌린것도 놀라운데 더놀라운건 징역 3년처벌 받았다는거 ... 실화냐 진짜 여자분 얼굴 어쩔 건데
517,2021-05-13,rose_rlo,요근래 스토킹 범죄가 늘어나서 흉흉한데 스토킹은 오래 전부터 해결되지 않은 고질적인 문제였음 이제와서 소잃고 외양간 고치는 격이지만 스토킹법이 하루라도 빨리 제대로 만들어져서 소속사가 신고하는건 기대도 안 하지만 그래도 처벌 할 수 있는 법 체계가 만들어져 있어야함
516,2021-05-14,A_B_C_D_E_0723,스토킹 진짜 처벌 강하게 해야한다니까 스토킹 하는 인간들 중에 사고 안치는 인간들 못봤어
1505,2021-05-15,lunatic_tokki,링이저우 존나 스레기새끼임.....스토킹 사기결혼에 대기업갑질까지 이 새끼 형사처벌감임
1504,2021-05-15,ehyuuu_nim,님들 스토킹 법적으로 처벌 가능한거 뭐 없냐 진짜 급한건데 내 얘기는 아님
1503,2021-05-15,diary3766,원래 아이돌들이 스토커 악개들에게 많이 시달린걸로 유명한데 얘네는 상상 그 이상임 스토킹처벌법 시행되서 다행인데 어떤 처벌 받게 될지 모르겠네 스토커들 중에 돈 넘쳐나는 부잣집 딸들 여럿이라 벌금형으로는 안됨
159,2021-05-17,nicoFourier,스토킹범죄가 실질적으로 처벌이 이루어지지 않기 때문에 폭행 등의 다른 범죄가 있어야 겨우 처벌이 이루어집니다. 그마저도 스토킹 특성 상 증거부족인 경우가 너무 많으니 꼭 거절의사와 함께 증거수집 꼭 클라우드와 등 2개 이상 저장 경로에 저장해두세요.
1497,2021-05-17,myammyam_01,법이면...스토킹 처벌이 국회인가 암튼 거기 통과했다던데 얘기 나온지 22년만인가
1498,2021-05-17,2estina,살인율자체가 낮은 상황에서 여성들이 살해당하는 비율이 높으니 여성들이 더 불안한 국가인건 맞네요 그런식으로 조직범죄 하나로 모든걸 설명하려하시면 아무것도 하지말아야겠네요 스토킹처벌도 다른나라에 비하면 낮고 결국 살해로 이어지지만 어쩔수 없는건데
1499,2021-05-17,ho1ymoly,스토킹 진짜 처벌 좀 제대로 해라 쓸데없는 법 만들지 말고
1500,2021-05-17,NoblesseObligeK,를 통한 스토킹이나 성희롱과 언어폭력과 같은 경우 추적하여 다 잡을 수 있게 그리고 처벌을 받을 수 있도록 언제 바뀔 수 있을까..
1501,2021-05-17,Thinkwomenfirst,여성안전에 대한 법제화가 늦고 예 스토킹처벌법 여성대상폭력에 대한 처벌은 가벼운데 여성 개인은 호신용품을 구비하고 호신술을 배우기 위해 지출하고 있다. 즉 사회가 안전을 보장하지 못하여 여성 개인에게 사회적 비용이 전가되고 있는 것이 현 주소다. 강남역살인사건5주기 여혐살인사건
1502,2021-05-17,nightyfilovey5,미미미미미친거아니에요 다늙어서 뭐하는짓임 진짜 못배운티나고 역겨워요 이게 다 처벌이 안되고 내가 그짓해도 상대가 입뻥긋 못할꺼라고 생각해서 그러는거잖아요 늘 생각하는거지만 스토킹이랑 성희롱 법률을 강화해야한가고 생각해요....
1496,2021-05-18,Racoon_man0,99 신고 못하는건 증거가 부족해서 이런걸 신고해도 스토킹처벌은 법에 없으니까 아닌가 생각허고 말했나 생각을 못하면 닥치는 것부터 하기 난독증 멈춰
515,2021-05-18,mamel_1215,0 진짜 미친놈인줄 알았어요..... 나잇대도 좀 있는 사람이었는데..... 큐 나중에 스토킹 한 사람 찾아서 처벌 할 수 있냐고하니깐 그냥 따라온 것 뿐이고 말을 걸거나 터치는 안 해서 뭐라 처벌 할 수도 없다고 하구... 걍 동네 순찰만 더 돌아준다 어쩌구 하고 끝나서 더 삑쳐요...
1495,2021-05-20,kim1297ch,그거 스토킹이라서 신고해버리세요... 요새 법 바껴서 처벌 꽤 받아요
514,2021-05-22,ca263vjihaOph9c,615 스토킹 50년이 아니라 50대 여성이 1년 동안 했다고 하네요 근대 스토킹 처벌 하는거 처음 보네요 대부분 경찰 선에서 접근 금지만 하는데...
513,2021-05-22,sgdu1998,스토킹이 구속할 수 있는 범죄였나 구속 년 살면서 스토킹 처벌 거의 벌금에 끽해야 접근금지만 봤는데
1491,2021-05-22,wo__eg,. . . . 231663 스토킹 처벌법 이번에 생겼어요
511,2021-05-22,MayBlessUsAll,우리나라에 스토킹 처벌법 없다고 해서 지금까지 안 잡지 않았어요 근데 스토킹 피해자가 남자에 가해자는 여성이라서 이런식으로 구속하는거야 한국 왜이래 이래놓곤 성차별이 없다고 그건 당신들이 눈 가리고 아웅했거나 찾아보질 않은거겠지
1486,2021-05-22,mas_cometas,우리나라에 스토킹 관련법이 없어서 처벌을 못 한다는 얘기 수십년 째 들은 것 같은데 나만의 착각이었나.
1487,2021-05-22,All_In_The_Pink,아 원래 몸에 상해 입히지 않고 스토킹만 한 것이 처벌 가능한 거였구나
1488,2021-05-22,degururu12,잉 스토킹이 구속도 되는 거였나 직접적 피해 없다고 처벌 못 한다는 경찰 말을 내가 직접 들었는데
1489,2021-05-22,00Helia,스토킹 법이 최근에 개정되어서 저게 맞는 처벌은 마자 아무래도 저건 최근이잖
1490,2021-05-22,backup_mya,뭐야 미친 내가 스토킹 당했을 때는 사생활침해가 어쩌고 권리가 어쩌고 하면서 접근금지가처분으로밖에 처벌 안 된다고 했는데 장난해 대한민국
1492,2021-05-22,jj__n__,그거 노원구 사건으로 이제 스토킹도 범죄고 처벌도 들어간다고 법 바뀐거 좀 알아보고 살아.... 저거는 성별 문제가 아니라 법이 개정되고 나서 있는 일이니깐 잡혀간거야...
1493,2021-05-22,ca263vjihaOph9c,스토킹 처벌 하는거 첨봄 칼빵 감금 폭행 당하기 전 까지는 아무도 도와주질 않았는데
512,2021-05-22,secrebox,심지어 스토킹 관련법 제정이 3월이지만 시행이 9월임. 아직 법률시행은 되지도 않았으니 경범죄처벌에 주거침입 등 기타등등 종합해서 구속사유를 채운건데 그걸 다 감안하더라도 스토킹이 구속이 가능하다는 사실자체가 놀랍다.
1494,2021-05-22,ara4317,스토킹 법적 처벌이 안되서 처벌법도 새로 만드는거 아니였나 구속이 가능한 행위였다고 진짜로 처음 알았는데 이때까지 왜 안했어 그러면
510,2021-05-24,freiheitoii,스토킹 녹취록 생각만 해도 끔찍 올 10월부터는 범죄 . . . 251712 스토킹처벌법 10월 시행 3년 이하 징역 흉기 소지하면 5년 이하 징역 굿모닝충청 2021 5 24 가족들 까지 살해당하는 경우도 많은데 처벌이 넘 약한 건 아닌지 . 1396800958777094144 1 . 1396800958777094144 1
1484,2021-05-24,GGGG__OOG,251 올해 3월 24일에 개정됐다고 하네요.. 스토커 처벌 기사를 처음보는게 남성 피해자라서 마음이 씁쓸 . 앞으로 스토킹 하는 많은 개저들이 구속되는 기사를 보길 바랄 뿐입니다 . 1396833949188386824 1
1485,2021-05-24,nanggo_FFNRG,또 스토킹처벌은 반의사불벌죄래 피해자가 처벌 안할게요 하면 거기서 스탑되는건데 그럼 그 범죄자가 와서 합의하라고 협박하고 괴롭히면 안하면 죽여버리겠다고 하면 합의해줘야할 수도 있잖아 아니면 소송기간동안 범죄자 구속해둘거야 아니잖아
1482,2021-05-25,ooo33027601,하. 스토킹 범죄 처벌이 강화돼서. 정말 다행이다.
158,2021-05-25,whrik2009,스토킹범죄의 처벌 등에 관한 법률 제정 소식 2021.4.20.공포 2021.10.21.시행 10만원 이하 벌금 구류 또는 과료만 가능했던 스토킹 범죄 이제 3년 이하의 징역 또는 3천만원 이하의 벌금형에 처해집니다 자세한 스토킹 피해자 지원내용 확인하기 . . . . 05 420 43 8 7 80 3 813 . 2009 1397161014743818244 1 . 2009 1397161014743818244 1 . 2009 1397161014743818244 1 . 2009 1397161014743818244 1
1483,2021-05-25,dinoflake,경범죄처벌법 주거침입으로 처벌받을 수 있다고 하는데 집 문고리를 돌리고 들어오려고 했던 놈쯤 돼야 처벌 할까말까니 경범죄로 처벌될 가능성 높음. 기껏해야 벌금 내고 끝 아니냐. 스토킹처벌법 꼭 있어야 하는 이유
1480,2021-05-27,in_my_blueside,218 진짜 성범죄자들이나 스토커들 처벌 형량보면서 항상 기겁함요 남자가 여자 스토킹할땐 구애 라고 표현하면서 여자가 남자 스토킹햇더니 구속해버리는 나라.. 남자가 여자 성추행해도 가만잇더니 여자가 남자 인형 성희롱햇다고 바로 수사들어가는 나라..
1481,2021-05-27,CAndadoldom,중재법 그렇게 까더만 정의당은 현수막 걸면서 지들이 해낸 성과마냥 가로채고 스토킹 처벌법 통과됬을때 여성의당은 한거 트윗질밖에 없었으면서 자기 성과인 양 올렸죠.
509,2021-05-28,gusik_kk,법이 실효성이 없을 것 같으니 법을 만들면 안된다 그건 법을 만들지 말자는 이유가 안되는데요 스토킹 안없어질테니 스토킹 처벌법 만들지 말자는 얘기랑 똑같은 소리죠. 님들이 차별금지법 제정 반대하는 진짜 이유는 다른 거라고 생각할 수밖에 없네요.
157,2021-05-28,motte671,살인의 전조 스토킹 내 영혼을 파괴한 그 인간 10월부터는 처벌받는다 출처 연합뉴스 네이버 뉴스 . 57 10월 스토킹처벌법 시행 벌금 10만원 불과했던 스토킹 처벌 최대 징역 5년 가해자 100 이내 접근금지 경찰 신변보호도 받을 수 있게 돼
1477,2021-05-29,volitian,나 이 법으로 진짜 사생들 스토킹으로 죄다 처벌 받았음 좋겠다.
507,2021-05-29,rlaemffj1,스토킹범죄의 처벌 등에 관한 법률 스토킹처벌법 이 법안 최초 발의 후 22년 만인 지난 3월 24일 국회 본회의를 통과했다. 22년....
156,2021-05-29,Haru__Nabi,현행 경범죄처벌법 상 스토킹 처벌 10만원 이하 벌금 구류 과료형 스토킹처벌법 시행 시 3년 이하 징역 3천만원 이하의 벌금 흉기 소지시 5년 이하 징역 5천만원 이하 벌금 피해자의 신변보호 요청 및 민사상 접근금지 가처분 신청 가능 피해자 협박 시 스토킹처벌법과 별개로 1년 이상 징역
1479,2021-05-29,pearlkmj,10월 스토킹처벌법 시행 벌금 10만원 불과했던 처벌 최대 징역 5년 최소 징역 5년은 왜 안돼 정당방위도 제대로 인정 안 되는 나라에서 집행유예 성애자들께서 집행유예나 안 때리면 다행이다. 초범 음주 심신미약 실질적 피해가 없고 반성. 이 따위 허접질로 풀어주고 결국은 참극으로 끝
508,2021-05-29,TIM3K33PER,스토킹 범죄 10월부터 중형에 스토킹은 범죄의 전조인 경우가 많은데...무거운 처벌로 단죄하는 것이 바람직하다. 한편 나라가 디비진다. 국정원 해킹사건 빨간 마티즈 에 연루된 다현 다현 다현 다현 다현 다현 다현 등이 곧 체포되며 제거된다. 연합의 관심요.
506,2021-05-29,chaeCHAEomo,처벌이 이제서야 가능해지다니.. 기쁘면서도 씁쓸하다. 이제 진짜 무겁게 형 때려맞는 선례가 생겨야 처벌 받는 게 무서워서라도 예방이 어느정도 될텐데.. 그런 선례가 생기지도 더이상 스토킹을 당하는 누군가가 생기지도 않는게 가장 먼저 바라는 부분이긴 해서. 복잡한 심정.
1478,2021-05-29,tldtld_e,스토킹 처벌법 보니까 또 빡치네 쿤땡... 가처분기각
1476,2021-05-30,blackraven_36,그래 처벌은 당연한거고 그래서 기사 정상화는 언제되냐 이미지 또 그림자에 사회적 여성성 넣은거봐 찢어버리고싶음 스토킹 범죄자가 여자가 많게 남자가 많게
1475,2021-05-30,whturnameisthis,스토킹 범죄 처벌 수위를 벌금형 말고 징역형으로 바꿔야 한다니까 초범일 때부터 징역 3년 이상 때려서 3년 내내 본인이 상대방 일상을 침해한게 얼마나 잘못됐는지 뼈저리게 깨닫게 해줘야 돼. 연옌들 심리가 불안한 이유가 뭔지 알겠다. 보는 나도 이렇게 지긋지긋한데
155,2021-05-30,jeong_55,스토킹이 경범죄로 다뤄지던 지금까지는 그 피해자의 신변보호 요청이 받아들여지기 어려웠다. 그러나 스토킹처벌법 시행으로 스토킹이 형사처벌 대상이 되면 피해자의 신변보호 요청 또한 받아들여질 가능성이 크다 아니 애초에 문장부터 이상하다는거 모르시나 가능성이 크대
1474,2021-05-30,jyeon_jjhapbn,그전까지는 끽해야 벌금 10만원이 징역 5년 정도 늘어난걸 좋아해야되는거임 더 강력히 처벌하라고....심지어 10월 전에 스토킹 범죄가 일어나면 그 가해자는 10월부터 처벌되는 이 법에 따라 처벌안되는건 진짜....
1473,2021-05-30,dazzle_story,이거 터져서 10월부터 스토킹이 강력처벌 받는건가..
505,2021-05-31,0J00__NIN,그럼 여태는 무거운 처벌을 안 때렸다는 거 아니야 처벌만 받게 하지말고 무기징역 때릴거 아니면 그 후에 범죄자 나오고나서도 스토킹 못하게 막으라고
1467,2021-05-31,neugebi_jaegi,초면에 좋아해서 쫓아왔다는게 존나 말이 된다고 생각하냐 그리고 그건 변명도 아님 여러분 이렇게 여성에 대한 취급이 별것도 아닙니다 이 한국 사회에서 김태현 스토킹 후 살인한 거 봐요 처벌도 제대로 안 되는 거
1468,2021-05-31,MAGO_0809,한남국에서 사는 남자답군 한국에선 여자는 스토킹 당한다고 보호다운 보호 처벌다운 처벌 해주는 줄 암 증거가 잇어도 가해자 훈방조치하는 곳이라고 한국
1469,2021-05-31,agi1004_,경찰왈 공중전화라 가해자 특정하기 어렵다. 모두 다 같은 사람이라 단정짓기 어렵다. 뚜렷한 피해 확인되지 않아 처벌 어렵다. 스토킹 범죄는 신고해봤자 경범죄관련법이라서 벌금 몇만원이다.
